molecule_chembl_id,SMILES,score,name,method,mol,mw,nhd,nha,clogp,rb,ro5
CHEMBL46,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,0.24489795918367346,ONDANSETRON,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340191690>,293.152812228,0,4,3.1285200000000017,2,OK
CHEMBL302795,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,0.24489795918367346,TENOXICAM,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340191700>,337.019097832,2,6,1.6425,2,OK
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,0.24444444444444444,DIAZEPAM,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340191770>,284.07164071600005,0,2,3.153800000000002,1,OK
CHEMBL2111030,CN(C)CCCN1c2ccccc2Sc2cccnc21,0.24444444444444444,PROTHIPENDYL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401917e0>,285.129968608,0,4,3.636000000000003,4,OK
CHEMBL284092,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,0.24444444444444444,GEPIRONE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340191850>,359.232125168,0,6,1.5539999999999996,6,OK
CHEMBL778,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,0.24390243902439024,DEXMEDETOMIDINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401918c0>,200.131348512,1,1,3.1783400000000013,2,OK
CHEMBL16476,CC(C)NCC(O)c1ccc2ccccc2c1,0.24390243902439024,PRONETALOL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340191930>,229.146664228,2,2,2.871200000000001,4,OK
CHEMBL485253,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,0.24299065420560748,METHYSERGIDE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401919a0>,353.21032710400004,2,4,1.9351,4,OK
CHEMBL1095607,Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,0.24242424242424243,REPROTEROL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340191a10>,389.16991883599997,4,10,-0.44180000000000064,7,OK
CHEMBL534,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,0.24175824175824176,KETOTIFEN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340191a80>,309.11873522800005,0,3,4.014400000000004,0,OK
CHEMBL305187,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,0.24175824175824176,IFENPRODIL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340191af0>,325.20417910400005,2,3,3.7688000000000033,5,OK
CHEMBL1909285,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,0.24096385542168675,NITREFAZOLE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340191b60>,248.054554736,0,6,1.9971199999999998,3,OK
CHEMBL648,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0.24,CYCLIZINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340191c40>,266.178298704,0,2,3.0234000000000014,3,OK
CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,0.23931623931623933,IMATINIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340191d20>,493.2590086120001,2,7,4.590320000000004,7,OK
CHEMBL831,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,0.2391304347826087,LOXAPINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340191e00>,327.113839876,0,4,3.7714000000000025,0,OK
CHEMBL4596392,CNC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,0.23853211009174313,CRAVACITINIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340191e70>,422.18148656400007,3,9,1.7323999999999995,7,OK
CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0.23853211009174313,METHOTREXATE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340191ee0>,454.1713158039999,5,10,0.2684000000000012,9,OK
CHEMBL37390,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0.23809523809523808,PROXYPHYLLINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340191f50>,238.106590308,1,7,-1.1855,2,OK
CHEMBL638,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,0.2376237623762376,VORICONAZOLE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340191fc0>,349.115044728,1,6,2.1769,5,OK
CHEMBL113,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0.23684210526315788,CAFFEINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401920a0>,194.08037556,0,6,-1.0293,0,OK
CHEMBL517,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0.23655913978494625,DISOPYRAMIDE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401921f0>,339.231062548,1,3,3.361900000000002,8,OK
CHEMBL661,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,0.23655913978494625,ALPRAZOLAM,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340192260>,308.082874096,0,4,3.5801200000000017,1,OK
CHEMBL2028019,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,0.23529411764705882,CARIPRAZINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401922d0>,426.195317004,1,3,4.335500000000003,5,OK
CHEMBL1741134,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,0.23529411764705882,PICOSULFURIC ACID,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340192340>,437.02390844,2,7,2.625000000000001,7,OK
CHEMBL17860,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,0.23529411764705882,LOFEXIDINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401923b0>,258.032668364,1,3,2.7624000000000004,3,OK
CHEMBL192,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,0.23423423423423423,SILDENAFIL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340192490>,474.20492444,1,8,1.6109,7,OK
CHEMBL880,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,0.23404255319148937,FAMCICLOVIR,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340192570>,321.143704088,1,9,0.5409999999999998,7,OK
CHEMBL1183717,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,0.23404255319148937,ALMITRINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401925e0>,477.24525036800003,2,7,4.257200000000004,10,OK
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,0.23255813953488372,ZILEUTON,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401926c0>,236.061948624,2,3,2.7321999999999997,2,OK
CHEMBL3546271,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,0.23255813953488372,FLORTAUCIPIR,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340192730>,263.08587554,1,2,3.917200000000002,1,OK
CHEMBL2396661,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,0.23214285714285715,ALPELISIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401927a0>,441.144630604,2,5,3.835020000000002,4,OK
CHEMBL1117,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,0.23214285714285715,IDARUBICIN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340192810>,497.1685814439999,5,10,1.0202999999999998,3,OK
CHEMBL4208229,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,0.23214285714285715,ASCIMINIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340192880>,449.10662355600005,3,6,3.462900000000001,6,OK
CHEMBL526,CC(C)c1cccc(C(C)C)c1O,0.2318840579710145,PROPOFOL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401928f0>,178.135765196,1,1,3.6390000000000025,2,OK
CHEMBL289469,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,0.23157894736842105,GRANISETRON,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340192960>,312.195011388,1,4,2.3183999999999996,2,OK
CHEMBL1201216,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,0.23157894736842105,DAPIPRAZOLE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401929d0>,325.226645864,0,5,2.2875200000000007,4,OK
CHEMBL1624126,CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0.23157894736842105,XANTHINOL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340192a40>,311.15935415200005,2,9,-2.281299999999997,6,OK
CHEMBL506,COc1cc(NC(C)CCCN)c2ncccc2c1,0.23157894736842105,PRIMAQUINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340192ab0>,259.168462292,2,4,2.782700000000001,6,OK
CHEMBL319144,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O,0.22988505747126436,MINODRONIC ACID,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340192c00>,322.01197398399995,5,5,-0.12170000000000009,4,OK
CHEMBL1752,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,0.22988505747126436,DYPHYLLINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340192c70>,254.101504928,2,8,-2.213099999999999,3,OK
CHEMBL142635,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,0.22916666666666666,NAFTOPIDIL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340192dc0>,392.209992756,1,5,3.410300000000002,7,OK
CHEMBL3990047,CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,0.22857142857142856,OZENOXACIN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340192ea0>,363.158291532,2,5,3.7551400000000026,4,OK
CHEMBL189963,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,0.22807017543859648,PALBOCICLIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340192f80>,447.2382731680001,2,9,2.965820000000001,5,OK
CHEMBL516,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,0.22784810126582278,CYPROHEPTADINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340192ff0>,287.167399672,0,1,4.697900000000004,0,OK
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,0.22784810126582278,LETROZOLE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193060>,285.101445352,0,5,2.65916,3,OK
CHEMBL191083,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,0.22727272727272727,METHYLENE BLUE CATION,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401930d0>,284.12159499609,0,3,2.498900000000001,1,OK
CHEMBL28333,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,0.22727272727272727,MEDAZEPAM,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193140>,270.09237616,0,2,3.627200000000003,1,OK
CHEMBL1197051,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,0.22727272727272727,ISOXSUPRINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401931b0>,301.167793596,3,4,2.871200000000001,7,OK
CHEMBL314437,CCC1(c2cccc(O)c2)CCCCN(C)C1,0.22727272727272727,MEPTAZINOL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193220>,233.177964356,1,2,3.1557000000000013,2,OK
CHEMBL2105720,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,0.2268041237113402,LESINURAD,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193290>,402.999009788,1,5,4.2371000000000025,5,OK
CHEMBL30116,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,0.2268041237113402,PIPEMIDIC ACID,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193300>,303.133139404,2,7,-0.08079999999999998,3,OK
CHEMBL404,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,0.2268041237113402,TAZOBACTAM,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193370>,300.05284048399994,1,7,-1.523199999999998,3,OK
CHEMBL157138,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0.22641509433962265,LISURIDE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401933e0>,338.210661452,2,2,2.841400000000001,3,OK
CHEMBL1909283,CC(NN)c1ccccc1,0.22535211267605634,MEBANAZINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193530>,136.100048384,2,2,1.2109,2,OK
CHEMBL75435,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0.225,DEXKETOPROFEN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401935a0>,254.094294308,1,2,3.1057000000000015,4,OK
CHEMBL571,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0.225,KETOPROFEN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193610>,254.094294308,1,2,3.1057000000000015,4,OK
CHEMBL434,CC(C)NCC(O)c1ccc(O)c(O)c1,0.225,ISOPROTERENOL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193680>,211.120843404,4,4,1.1291999999999998,4,OK
CHEMBL511,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0.2247191011235955,PYRILAMINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401936f0>,285.184112356,0,4,2.658400000000001,7,OK
CHEMBL87992,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,0.2247191011235955,ESLICARBAZEPINE ACETATE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193760>,296.116092372,1,3,3.0637000000000008,1,OK
CHEMBL1282,CC(C)Cn1cnc2c(N)nc3ccccc3c21,0.2247191011235955,IMIQUIMOD,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401937d0>,240.13749651199998,1,4,2.8227,2,OK
CHEMBL431770,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,0.22448979591836735,ISTRADEFYLLINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193840>,384.17975524800005,0,8,2.1241000000000003,6,OK
CHEMBL1069,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,0.22429906542056074,VALSARTAN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401938b0>,435.227039788,2,5,4.161700000000002,10,OK
CHEMBL1472,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,0.22429906542056074,PROTIRELIN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193920>,362.170253184,4,5,-1.808099999999996,6,OK
CHEMBL94454,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0.22429906542056074,MIZOLASTINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193990>,432.20738764000004,1,6,3.412200000000002,5,OK
CHEMBL119443,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0.22429906542056074,ERGONOVINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193a00>,325.17902697600005,3,3,1.5346000000000002,3,OK
CHEMBL1078178,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,0.22429906542056074,MOMELOTINIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193a70>,414.180423944,2,7,2.9771800000000015,6,OK
CHEMBL1421,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,0.22413793103448276,DASATINIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193ae0>,487.15572175200003,3,9,3.3135400000000015,7,OK
CHEMBL621,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,0.2222222222222222,TRAZODONE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193bc0>,371.15128800400004,0,6,2.3617,5,OK
CHEMBL1788385,Cc1cc(Br)c(O)c2ncccc12,0.2222222222222222,TILBROQUINOL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193c30>,236.978925976,1,2,3.0113200000000004,0,OK
CHEMBL826,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,0.2222222222222222,ENOXACIN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193ca0>,320.12846862400005,2,6,0.6633000000000002,3,OK
CHEMBL1349,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,0.2222222222222222,VALACYCLOVIR,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193d10>,324.15460312000005,3,9,-0.7975999999999985,7,OK
CHEMBL1172,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,0.2222222222222222,DESLORATADINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193d80>,310.123676288,1,2,4.018900000000002,0,OK
CHEMBL1110,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,0.2222222222222222,ALOSETRON,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193e60>,294.14806119599996,1,3,2.4083200000000007,2,OK
CHEMBL855,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,0.2222222222222222,TRIPROLIDINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340193ed0>,278.178298704,0,2,3.917520000000003,4,OK
CHEMBL963,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0.2222222222222222,OXYMORPHONE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194040>,301.131408088,2,5,0.7451999999999999,0,OK
CHEMBL934,CC(C)(C(=O)c1cccnc1)c1cccnc1,0.2222222222222222,METYRAPONE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194190>,226.110613068,0,3,2.637100000000001,3,OK
CHEMBL1496,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,0.22018348623853212,ROSUVASTATIN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194350>,481.1682848359999,3,7,2.4017,10,OK
CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,0.22018348623853212,METERGOLINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401943c0>,403.22597716800004,1,4,4.064700000000003,4,OK
CHEMBL707,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,0.22018348623853212,DOXAZOSIN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194430>,451.1855689,1,9,1.7177999999999993,4,OK
CHEMBL480,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,0.22,LANSOPRAZOLE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194580>,369.07588234800005,1,4,3.515220000000001,5,OK
CHEMBL639,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,0.22,AZELASTINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401945f0>,381.1607900679999,0,4,4.297500000000004,3,OK
CHEMBL1201863,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,0.22,DEXLANSOPRAZOLE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194660>,369.07588234800005,1,4,3.515220000000001,5,OK
CHEMBL325041,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,0.22,BORTEZOMIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401946d0>,384.19688568000004,4,6,0.36059999999999964,9,OK
CHEMBL1644,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,0.22,CEFADROXIL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194740>,363.088891644,4,6,0.15050000000000108,4,OK
CHEMBL515387,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,0.22,GOSOGLIPTIN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401947b0>,366.197965828,1,6,0.19670000000000054,3,OK
CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,0.21978021978021978,APOMORPHINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194820>,267.125928784,2,3,2.8499000000000025,0,OK
CHEMBL304902,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,0.21978021978021978,CLOTHIAPINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194890>,343.090996256,0,4,4.1303000000000045,0,OK
CHEMBL625,c1ccc2[nH]c(-c3cscn3)nc2c1,0.21951219512195122,THIABENDAZOLE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194900>,201.036068224,1,3,2.6864,1,OK
CHEMBL29411,Cc1ccc(C(C)C)c(O)c1,0.2191780821917808,THYMOL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194970>,150.104465068,1,1,2.824020000000001,1,OK
CHEMBL4594250,Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,0.21818181818181817,NETARSUDIL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194b30>,453.2052417240001,2,5,4.8896400000000035,7,OK
CHEMBL3608680,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,0.21782178217821782,FEZOLINETANT,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194ba0>,358.10120832000007,0,7,2.46112,2,OK
CHEMBL1449,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,0.21782178217821782,TICARCILLIN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194c10>,384.04497823199995,3,6,0.5479999999999997,5,OK
CHEMBL1569487,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,0.21782178217821782,LORNOXICAM,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194c80>,370.9801254799999,2,6,2.2958999999999996,2,OK
CHEMBL451,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,0.21739130434782608,CHLORDIAZEPOXIDE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194d60>,299.082539748,1,3,2.950700000000001,1,OK
CHEMBL1279,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,0.21739130434782608,FROVATRIPTAN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194dd0>,243.137162164,3,2,1.3435,2,OK
CHEMBL967,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,0.21739130434782608,TEMAZEPAM,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194eb0>,300.066555336,1,3,2.4722,1,OK
CHEMBL49,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,0.21739130434782608,BUSPIRONE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194f20>,385.24777523200004,0,6,2.0881999999999996,6,OK
CHEMBL569713,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,0.21739130434782608,SCOPOLAMINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340194f90>,303.147058152,1,5,0.9180999999999995,4,OK
CHEMBL282052,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,0.21686746987951808,METHAQUALONE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195070>,250.110613068,0,3,3.0025400000000015,1,OK
CHEMBL1201245,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,0.21686746987951808,BROMODIPHENHYDRAMINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401950e0>,333.07282636,0,2,4.116700000000003,6,OK
CHEMBL644,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,0.21686746987951808,TRIMIPRAMINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195150>,294.209598832,0,2,4.121000000000003,4,OK
CHEMBL1241,CN(C)CCN(Cc1ccccc1)c1ccccn1,0.21686746987951808,TRIPELENNAMINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401951c0>,255.17354767199998,0,3,2.649800000000001,6,OK
CHEMBL1963681,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,0.21666666666666667,AVANAFIL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195230>,483.17856537200004,3,9,2.4318,9,OK
CHEMBL3889654,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,0.21621621621621623,LAROTRECTINIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195310>,428.17723038400004,2,6,2.9475000000000016,3,OK
CHEMBL70927,Cc1c(O)c(=O)ccn1C,0.21621621621621623,DEFERIPRONE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195380>,139.063328528,1,3,0.39931999999999984,0,OK
