type,drugbank_id,groups,name,SMILES
small molecule,DB00883,"['approved', 'investigational']",Isosorbide_dinitrate,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O
small molecule,DB00884,"['approved', 'investigational']",Risedronic_acid,OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O
small molecule,DB00885,"['approved', 'investigational']",Pemirolast,CC1=CC=CN2C(=O)C(=CN=C12)C1=NNN=N1
small molecule,DB00886,['investigational'],Omapatrilat,[H][C@]12CCC[C@H](N1C(=O)[C@H](CCS2)NC(=O)[C@@H](S)CC1=CC=CC=C1)C(O)=O
small molecule,DB00887,['approved'],Bumetanide,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O
small molecule,DB00888,"['approved', 'investigational']",Mechlorethamine,CN(CCCl)CCCl
small molecule,DB00889,"['approved', 'investigational']",Granisetron,CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2
small molecule,DB00890,"['approved', 'investigational']",Dienestrol,[H]\C(C)=C(/C(=C(\[H])C)/C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1
small molecule,DB00891,['approved'],Sulfapyridine,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1
small molecule,DB00892,"['approved', 'investigational']",Oxybuprocaine,CCCCOC1=CC(=CC=C1N)C(=O)OCCN(CC)CC
small molecule,DB00894,"['approved', 'investigational']",Testolactone,[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H]
small molecule,DB00896,['approved'],Rimexolone,[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
small molecule,DB00897,"['approved', 'investigational']",Triazolam,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12
small molecule,DB00898,['approved'],Ethanol,CCO
small molecule,DB00899,['approved'],Remifentanil,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC
small molecule,DB00900,['approved'],Didanosine,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O
small molecule,DB00902,['approved'],Methdilazine,CN1CCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1
small molecule,DB00903,"['approved', 'investigational']",Etacrynic_acid,CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1
small molecule,DB00904,"['approved', 'withdrawn']",Ondansetron,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2
small molecule,DB00905,"['approved', 'investigational']",Bimatoprost,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1
small molecule,DB00906,"['approved', 'investigational']",Tiagabine,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
small molecule,DB00907,"['approved', 'illicit']",Cocaine,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C
small molecule,DB00908,"['approved', 'investigational']",Quinidine,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1
small molecule,DB00909,"['approved', 'investigational']",Zonisamide,NS(=O)(=O)CC1=NOC2=CC=CC=C12
small molecule,DB00910,"['approved', 'investigational']",Paricalcitol,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(C)(C)O
small molecule,DB00911,"['approved', 'investigational']",Tinidazole,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O
small molecule,DB00912,"['approved', 'investigational']",Repaglinide,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O
small molecule,DB00913,"['approved', 'illicit']",Anileridine,CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1
small molecule,DB00914,"['approved', 'investigational', 'withdrawn']",Phenformin,NC(=N)NC(=N)NCCC1=CC=CC=C1
small molecule,DB00915,['approved'],Amantadine,NC12CC3CC(CC(C3)C1)C2
small molecule,DB00916,['approved'],Metronidazole,CC1=NC=C(N1CCO)[N+]([O-])=O
small molecule,DB00917,['approved'],Dinoprostone,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
small molecule,DB00918,"['approved', 'investigational']",Almotriptan,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2
small molecule,DB00919,"['approved', 'investigational', 'vet_approved']",Spectinomycin,[H][C@@]12O[C@H](C)CC(=O)[C@]1(O)O[C@]1([H])[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@@]1([H])O2
small molecule,DB00920,['approved'],Ketotifen,CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12
small molecule,DB00921,"['approved', 'illicit', 'investigational', 'vet_approved']",Buprenorphine,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4
small molecule,DB00922,"['approved', 'investigational']",Levosimendan,C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1
small molecule,DB00923,['approved'],Ceforanide,[H][C@]12SCC(CSC3=NN=NN3CC(O)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1CN)C(O)=O
small molecule,DB00924,['approved'],Cyclobenzaprine,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12
small molecule,DB00925,['approved'],Phenoxybenzamine,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1
small molecule,DB00927,['approved'],Famotidine,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
small molecule,DB00928,"['approved', 'investigational']",Azacitidine,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
small molecule,DB00929,['approved'],Misoprostol,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
small molecule,DB00931,"['approved', 'investigational']",Metacycline,[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C
small molecule,DB00932,"['approved', 'investigational']",Tipranavir,[H][C@@](CC)(C1=CC(NS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)=CC=C1)C1=C(O)C[C@@](CCC)(CCC2=CC=CC=C2)OC1=O
small molecule,DB00933,"['approved', 'investigational']",Mesoridazine,CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2
small molecule,DB00934,"['approved', 'investigational']",Maprotiline,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21
small molecule,DB00935,"['approved', 'investigational']",Oxymetazoline,CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C
small molecule,DB00936,"['approved', 'investigational', 'vet_approved']",Salicylic_acid,OC(=O)C1=CC=CC=C1O
small molecule,DB00937,"['approved', 'illicit']",Diethylpropion,CCN(CC)C(C)C(=O)C1=CC=CC=C1
small molecule,DB00938,['approved'],Salmeterol,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1
small molecule,DB00939,"['approved', 'vet_approved']",Meclofenamic_acid,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1
small molecule,DB00940,"['approved', 'investigational']",Methantheline,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12
small molecule,DB00941,['approved'],Hexafluronium,C[N+](C)(CCCCCC[N+](C)(C)C1C2=C(C=CC=C2)C2=C1C=CC=C2)C1C2=C(C=CC=C2)C2=C1C=CC=C2
small molecule,DB00942,['approved'],Cycrimine,OC(CCN1CCCCC1)(C1CCCC1)C1=CC=CC=C1
small molecule,DB00943,"['approved', 'investigational']",Zalcitabine,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1
small molecule,DB00944,['approved'],Demecarium,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
small molecule,DB00945,"['approved', 'vet_approved']",Acetylsalicylic_acid,CC(=O)OC1=CC=CC=C1C(O)=O
small molecule,DB00946,"['approved', 'investigational']",Phenprocoumon,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
small molecule,DB00947,"['approved', 'investigational']",Fulvestrant,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H]
small molecule,DB00948,"['approved', 'investigational']",Mezlocillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C(O)=O
small molecule,DB00949,['approved'],Felbamate,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
small molecule,DB00950,"['approved', 'investigational']",Fexofenadine,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
small molecule,DB00951,"['approved', 'investigational']",Isoniazid,NNC(=O)C1=CC=NC=C1
small molecule,DB00952,"['approved', 'investigational']",Naratriptan,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1
small molecule,DB00953,['approved'],Rizatriptan,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2
small molecule,DB00955,"['approved', 'investigational']",Netilmicin,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O
small molecule,DB00956,"['approved', 'illicit', 'investigational']",Hydrocodone,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
small molecule,DB00957,"['approved', 'investigational']",Norgestimate,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O
small molecule,DB00958,['approved'],Carboplatin,[H][N]([H])([H])[Pt]1(OC(=O)C2(CCC2)C(=O)O1)[N]([H])([H])[H]
small molecule,DB00959,"['approved', 'vet_approved']",Methylprednisolone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
small molecule,DB00960,"['approved', 'investigational']",Pindolol,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
small molecule,DB00961,"['approved', 'vet_approved']",Mepivacaine,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
small molecule,DB00962,"['approved', 'illicit', 'investigational']",Zaleplon,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N
small molecule,DB00963,"['approved', 'withdrawn']",Bromfenac,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1
small molecule,DB00964,['approved'],Apraclonidine,NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1
small molecule,DB00966,"['approved', 'investigational']",Telmisartan,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O
small molecule,DB00967,"['approved', 'investigational']",Desloratadine,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1
small molecule,DB00968,['approved'],Methyldopa,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O
small molecule,DB00969,"['approved', 'withdrawn']",Alosetron,CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2
small molecule,DB00970,"['approved', 'investigational']",Dactinomycin,[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C
small molecule,DB00971,['approved'],Selenium_Sulfide,S=[Se]=S
small molecule,DB00972,['approved'],Azelastine,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O
small molecule,DB00973,['approved'],Ezetimibe,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1
small molecule,DB00974,"['approved', 'vet_approved']",Edetic_acid,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O
small molecule,DB00975,['approved'],Dipyridamole,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1
small molecule,DB00976,['approved'],Telithromycin,[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CC=CN=C1
small molecule,DB00977,['approved'],Ethinylestradiol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
small molecule,DB00978,"['approved', 'investigational']",Lomefloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12
small molecule,DB00979,['approved'],Cyclopentolate,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1
small molecule,DB00980,"['approved', 'investigational']",Ramelteon,CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2
small molecule,DB00981,"['approved', 'investigational']",Physostigmine,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C
small molecule,DB00982,['approved'],Isotretinoin,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O
small molecule,DB00983,"['approved', 'investigational']",Formoterol,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1
small molecule,DB00984,"['approved', 'illicit', 'investigational']",Nandrolone_phenpropionate,[H][C@@]12CC[C@H](OC(=O)CCC3=CC=CC=C3)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
small molecule,DB00985,['approved'],Dimenhydrinate,CN1C2=C(N=C(Cl)N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
small molecule,DB00986,"['approved', 'investigational', 'vet_approved']",Glycopyrronium,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1
small molecule,DB00987,"['approved', 'investigational']",Cytarabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
small molecule,DB00988,['approved'],Dopamine,NCCC1=CC(O)=C(O)C=C1
small molecule,DB00989,"['approved', 'investigational']",Rivastigmine,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
small molecule,DB00990,"['approved', 'investigational']",Exemestane,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C
small molecule,DB00991,['approved'],Oxaprozin,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1
small molecule,DB00992,"['approved', 'investigational']",Methyl_aminolevulinate,COC(=O)CCC(=O)CN
small molecule,DB00993,['approved'],Azathioprine,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O
small molecule,DB00995,"['approved', 'investigational']",Auranofin,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
small molecule,DB00996,"['approved', 'investigational']",Gabapentin,NCC1(CC(O)=O)CCCCC1
small molecule,DB00997,"['approved', 'investigational']",Doxorubicin,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
small molecule,DB00998,"['approved', 'investigational']",Frovatriptan,CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O
small molecule,DB00999,"['approved', 'vet_approved']",Hydrochlorothiazide,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
small molecule,DB01000,['approved'],Cyclacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1(N)CCCCC1)C(O)=O
small molecule,DB01001,"['approved', 'vet_approved']",Albuterol,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1
small molecule,DB01002,"['approved', 'investigational']",Levobupivacaine,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
small molecule,DB01003,['approved'],Cromoglicic_acid,OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O
small molecule,DB01004,"['approved', 'investigational']",Ganciclovir,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1
small molecule,DB01005,['approved'],Hydroxyurea,NC(=O)NO
small molecule,DB01006,"['approved', 'investigational']",Letrozole,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
small molecule,DB01007,['approved'],Tioconazole,ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1
small molecule,DB01008,"['approved', 'investigational']",Busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O
small molecule,DB01009,"['approved', 'vet_approved']",Ketoprofen,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1
small molecule,DB01010,['approved'],Edrophonium,CC[N+](C)(C)C1=CC(O)=CC=C1
small molecule,DB01011,"['approved', 'investigational']",Metyrapone,CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1
small molecule,DB01012,['approved'],Cinacalcet,C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12
small molecule,DB01013,['approved'],Clobetasol_propionate,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
small molecule,DB01014,"['approved', 'investigational']",Balsalazide,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O
small molecule,DB01015,['approved'],Sulfamethoxazole,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1
small molecule,DB01016,['approved'],Glyburide,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
small molecule,DB01017,"['approved', 'investigational']",Minocycline,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2
small molecule,DB01018,"['approved', 'investigational']",Guanfacine,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl
small molecule,DB01019,['approved'],Bethanechol,CC(C[N+](C)(C)C)OC(N)=O
small molecule,DB01020,['approved'],Isosorbide_mononitrate,[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O
small molecule,DB01021,"['approved', 'vet_approved']",Trichlormethiazide,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl
small molecule,DB01022,"['approved', 'investigational']",Phylloquinone,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O
small molecule,DB01023,"['approved', 'investigational']",Felodipine,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC
small molecule,DB01024,"['approved', 'investigational']",Mycophenolic_acid,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
small molecule,DB01025,"['approved', 'investigational', 'withdrawn']",Amlexanox,CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1
small molecule,DB01026,"['approved', 'investigational']",Ketoconazole,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
small molecule,DB01028,"['approved', 'investigational', 'vet_approved', 'withdrawn']",Methoxyflurane,COC(F)(F)C(Cl)Cl
small molecule,DB01029,"['approved', 'investigational']",Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
small molecule,DB01030,"['approved', 'investigational']",Topotecan,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O
small molecule,DB01031,"['approved', 'illicit', 'withdrawn']",Ethinamate,NC(=O)OC1(CCCCC1)C#C
small molecule,DB01032,"['approved', 'investigational']",Probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
small molecule,DB01033,['approved'],Mercaptopurine,S=C1N=CNC2=C1NC=N2
small molecule,DB01035,['approved'],Procainamide,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1
small molecule,DB01036,"['approved', 'investigational']",Tolterodine,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C
small molecule,DB01037,"['approved', 'investigational', 'vet_approved']",Selegiline,C[C@H](CC1=CC=CC=C1)N(C)CC#C
small molecule,DB01039,['approved'],Fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1
small molecule,DB01041,"['approved', 'investigational', 'withdrawn']",Thalidomide,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
small molecule,DB01042,['approved'],Melphalan,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O
small molecule,DB01043,"['approved', 'investigational']",Memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2
small molecule,DB01044,"['approved', 'investigational', 'withdrawn']",Gatifloxacin,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1
small molecule,DB01045,['approved'],Rifampin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C
small molecule,DB01046,"['approved', 'investigational']",Lubiprostone,[H][C@@]12CC(=O)[C@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC
small molecule,DB01047,"['approved', 'investigational']",Fluocinonide,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O
small molecule,DB01048,"['approved', 'investigational']",Abacavir,NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1
small molecule,DB01050,['approved'],Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
small molecule,DB01051,"['approved', 'investigational', 'vet_approved', 'withdrawn']",Novobiocin,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=C(C)C3=C(C=C2)C(O)=C(NC(=O)C2=CC=C(O)C(CC=C(C)C)=C2)C(=O)O3)OC1(C)C
small molecule,DB01053,"['approved', 'vet_approved']",Benzylpenicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O
small molecule,DB01054,"['approved', 'investigational']",Nitrendipine,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC
small molecule,DB01056,['approved'],Tocainide,CC(N)C(=O)NC1=C(C)C=CC=C1C
small molecule,DB01057,['approved'],Echothiophate,CCOP(=O)(OCC)SCC[N+](C)(C)C
small molecule,DB01058,"['approved', 'investigational', 'vet_approved']",Praziquantel,O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1
small molecule,DB01059,['approved'],Norfloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1
small molecule,DB01060,"['approved', 'vet_approved']",Amoxicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O
small molecule,DB01061,['approved'],Azlocillin,[H][C@](NC(=O)N1CCNC1=O)(C(=O)N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])C1=CC=CC=C1
small molecule,DB01062,"['approved', 'investigational']",Oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
small molecule,DB01063,['approved'],Acetophenazine,CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1
small molecule,DB01064,"['approved', 'investigational']",Isoprenaline,CC(C)NCC(O)C1=CC(O)=C(O)C=C1
small molecule,DB01065,"['approved', 'nutraceutical', 'vet_approved']",Melatonin,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1
small molecule,DB01066,"['approved', 'investigational']",Cefditoren,[H][C@]12SCC(\C=C/C3=C(C)N=CS3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
small molecule,DB01067,"['approved', 'investigational']",Glipizide,CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
small molecule,DB01068,"['approved', 'illicit']",Clonazepam,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1
small molecule,DB01069,"['approved', 'investigational']",Promethazine,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C
small molecule,DB01070,['approved'],Dihydrotachysterol,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C
