molecule_chembl_id,SMILES,score,name,method
CHEMBL17860,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,0.23529411764705882,LOFEXIDINE,dice_morgan
CHEMBL24778,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,0.23529411764705882,SILODOSIN,dice_morgan
CHEMBL192,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,0.23423423423423423,SILDENAFIL,dice_morgan
CHEMBL1201187,Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,0.23423423423423423,MARAVIROC,dice_morgan
CHEMBL880,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,0.23404255319148937,FAMCICLOVIR,dice_morgan
CHEMBL1183717,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,0.23404255319148937,ALMITRINE,dice_morgan
CHEMBL493,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,0.23357664233576642,BROMOCRIPTINE,dice_morgan
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,0.23255813953488372,ZILEUTON,dice_morgan
CHEMBL3546271,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,0.23255813953488372,FLORTAUCIPIR,dice_morgan
CHEMBL2396661,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,0.23214285714285715,ALPELISIB,dice_morgan
CHEMBL1117,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,0.23214285714285715,IDARUBICIN,dice_morgan
CHEMBL4208229,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,0.23214285714285715,ASCIMINIB,dice_morgan
CHEMBL526,CC(C)c1cccc(C(C)C)c1O,0.2318840579710145,PROPOFOL,dice_morgan
CHEMBL289469,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,0.23157894736842105,GRANISETRON,dice_morgan
CHEMBL1201216,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,0.23157894736842105,DAPIPRAZOLE,dice_morgan
CHEMBL1624126,CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0.23157894736842105,XANTHINOL,dice_morgan
CHEMBL506,COc1cc(NC(C)CCCN)c2ncccc2c1,0.23157894736842105,PRIMAQUINE,dice_morgan
CHEMBL255863,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,0.23140495867768596,NILOTINIB,dice_morgan
CHEMBL5315122,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B1O[C@H]([C@H](O)CO)[C@@H]([C@H](O)CO)O1,0.23008849557522124,BORTEZOMIB D-MANNITOL,dice_morgan
CHEMBL319144,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O,0.22988505747126436,MINODRONIC ACID,dice_morgan
CHEMBL1752,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,0.22988505747126436,DYPHYLLINE,dice_morgan
CHEMBL74632,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,0.22950819672131148,MOXALACTAM,dice_morgan
CHEMBL1269025,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,0.22950819672131148,EDOXABAN,dice_morgan
CHEMBL142635,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,0.22916666666666666,NAFTOPIDIL,dice_morgan
CHEMBL4650319,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.22900763358778625,MOBOCERTINIB,dice_morgan
CHEMBL3990047,CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,0.22857142857142856,OZENOXACIN,dice_morgan
CHEMBL1231574,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0.22807017543859648,LEVOMEFOLIC ACID,dice_morgan
CHEMBL189963,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,0.22807017543859648,PALBOCICLIB,dice_morgan
CHEMBL516,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,0.22784810126582278,CYPROHEPTADINE,dice_morgan
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,0.22784810126582278,LETROZOLE,dice_morgan
CHEMBL191083,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,0.22727272727272727,METHYLENE BLUE CATION,dice_morgan
CHEMBL28333,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,0.22727272727272727,MEDAZEPAM,dice_morgan
CHEMBL1197051,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,0.22727272727272727,ISOXSUPRINE,dice_morgan
CHEMBL314437,CCC1(c2cccc(O)c2)CCCCN(C)C1,0.22727272727272727,MEPTAZINOL,dice_morgan
CHEMBL2105720,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,0.2268041237113402,LESINURAD,dice_morgan
CHEMBL30116,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,0.2268041237113402,PIPEMIDIC ACID,dice_morgan
CHEMBL404,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,0.2268041237113402,TAZOBACTAM,dice_morgan
CHEMBL157138,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0.22641509433962265,LISURIDE,dice_morgan
CHEMBL4559134,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,0.22580645161290322,SELPERCATINIB,dice_morgan
CHEMBL1171837,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,0.22580645161290322,PONATINIB,dice_morgan
CHEMBL1909283,CC(NN)c1ccccc1,0.22535211267605634,MEBANAZINE,dice_morgan
CHEMBL75435,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0.225,DEXKETOPROFEN,dice_morgan
CHEMBL571,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0.225,KETOPROFEN,dice_morgan
CHEMBL434,CC(C)NCC(O)c1ccc(O)c(O)c1,0.225,ISOPROTERENOL,dice_morgan
CHEMBL511,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0.2247191011235955,PYRILAMINE,dice_morgan
CHEMBL87992,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,0.2247191011235955,ESLICARBAZEPINE ACETATE,dice_morgan
CHEMBL1282,CC(C)Cn1cnc2c(N)nc3ccccc3c21,0.2247191011235955,IMIQUIMOD,dice_morgan
CHEMBL431770,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,0.22448979591836735,ISTRADEFYLLINE,dice_morgan
CHEMBL1069,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,0.22429906542056074,VALSARTAN,dice_morgan
CHEMBL1472,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,0.22429906542056074,PROTIRELIN,dice_morgan
CHEMBL94454,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0.22429906542056074,MIZOLASTINE,dice_morgan
CHEMBL119443,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0.22429906542056074,ERGONOVINE,dice_morgan
CHEMBL1078178,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,0.22429906542056074,MOMELOTINIB,dice_morgan
CHEMBL1421,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,0.22413793103448276,DASATINIB,dice_morgan
CHEMBL576982,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,0.224,QUIZARTINIB,dice_morgan
CHEMBL621,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,0.2222222222222222,TRAZODONE,dice_morgan
CHEMBL1788385,Cc1cc(Br)c(O)c2ncccc12,0.2222222222222222,TILBROQUINOL,dice_morgan
CHEMBL826,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,0.2222222222222222,ENOXACIN,dice_morgan
CHEMBL1349,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,0.2222222222222222,VALACYCLOVIR,dice_morgan
CHEMBL1172,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,0.2222222222222222,DESLORATADINE,dice_morgan
CHEMBL2028663,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,0.2222222222222222,DABRAFENIB,dice_morgan
CHEMBL1110,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,0.2222222222222222,ALOSETRON,dice_morgan
CHEMBL855,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,0.2222222222222222,TRIPROLIDINE,dice_morgan
CHEMBL2364638,C[C@@H]1[C@H](c2ccccc2)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,0.2222222222222222,UBROGEPANT,dice_morgan
CHEMBL963,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0.2222222222222222,OXYMORPHONE,dice_morgan
CHEMBL2374220,COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C,0.2222222222222222,LEDIPASVIR,dice_morgan
CHEMBL3351077,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)[C@@H](c4ccccc4)S(=O)(=O)O)[C@H]3SC2)cc1,0.2222222222222222,CEFSULODIN,dice_morgan
CHEMBL934,CC(C)(C(=O)c1cccnc1)c1cccnc1,0.2222222222222222,METYRAPONE,dice_morgan
CHEMBL2364968,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,0.2222222222222222,ERGOLOID,dice_morgan
CHEMBL2403108,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,0.22033898305084745,CERITINIB,dice_morgan
CHEMBL1908391,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,0.22033898305084745,MASITINIB,dice_morgan
CHEMBL1496,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,0.22018348623853212,ROSUVASTATIN,dice_morgan
CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,0.22018348623853212,METERGOLINE,dice_morgan
CHEMBL707,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,0.22018348623853212,DOXAZOSIN,dice_morgan
CHEMBL1755,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,0.22018348623853212,CONIVAPTAN,dice_morgan
CHEMBL376488,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,0.22018348623853212,BEDAQUILINE,dice_morgan
CHEMBL480,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,0.22,LANSOPRAZOLE,dice_morgan
CHEMBL639,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,0.22,AZELASTINE,dice_morgan
CHEMBL1201863,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,0.22,DEXLANSOPRAZOLE,dice_morgan
CHEMBL325041,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,0.22,BORTEZOMIB,dice_morgan
CHEMBL1644,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,0.22,CEFADROXIL,dice_morgan
CHEMBL515387,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,0.22,GOSOGLIPTIN,dice_morgan
CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,0.21978021978021978,APOMORPHINE,dice_morgan
CHEMBL304902,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,0.21978021978021978,CLOTHIAPINE,dice_morgan
CHEMBL625,c1ccc2[nH]c(-c3cscn3)nc2c1,0.21951219512195122,THIABENDAZOLE,dice_morgan
CHEMBL29411,Cc1ccc(C(C)C)c(O)c1,0.2191780821917808,THYMOL,dice_morgan
CHEMBL1237054,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,0.21897810218978103,PLICAMYCIN,dice_morgan
CHEMBL2397415,Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12,0.21875,ZAVEGEPANT,dice_morgan
CHEMBL1199324,C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.2184873949579832,FOSAPREPITANT,dice_morgan
CHEMBL4594250,Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,0.21818181818181817,NETARSUDIL,dice_morgan
CHEMBL3608680,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,0.21782178217821782,FEZOLINETANT,dice_morgan
CHEMBL1449,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,0.21782178217821782,TICARCILLIN,dice_morgan
CHEMBL1569487,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,0.21782178217821782,LORNOXICAM,dice_morgan
CHEMBL3707313,CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,0.21782178217821782,TRIFAROTENE,dice_morgan
CHEMBL451,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,0.21739130434782608,CHLORDIAZEPOXIDE,dice_morgan
CHEMBL1279,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,0.21739130434782608,FROVATRIPTAN,dice_morgan
CHEMBL264241,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,0.21739130434782608,ANIDULAFUNGIN,dice_morgan
CHEMBL967,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,0.21739130434782608,TEMAZEPAM,dice_morgan
CHEMBL49,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,0.21739130434782608,BUSPIRONE,dice_morgan
CHEMBL569713,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,0.21739130434782608,SCOPOLAMINE,dice_morgan
CHEMBL3991065,C[C@@H]1[C@H](c2c(F)ccc(F)c2F)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,0.21705426356589147,ATOGEPANT,dice_morgan
CHEMBL282052,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,0.21686746987951808,METHAQUALONE,dice_morgan
CHEMBL1201245,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,0.21686746987951808,BROMODIPHENHYDRAMINE,dice_morgan
CHEMBL644,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,0.21686746987951808,TRIMIPRAMINE,dice_morgan
CHEMBL1241,CN(C)CCN(Cc1ccccc1)c1ccccn1,0.21686746987951808,TRIPELENNAMINE,dice_morgan
CHEMBL1963681,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,0.21666666666666667,AVANAFIL,dice_morgan
CHEMBL2103883,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,0.21666666666666667,AVATROMBOPAG,dice_morgan
CHEMBL3889654,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,0.21621621621621623,LAROTRECTINIB,dice_morgan
CHEMBL70927,Cc1c(O)c(=O)ccn1C,0.21621621621621623,DEFERIPRONE,dice_morgan
CHEMBL1083659,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,0.21621621621621623,SUVOREXANT,dice_morgan
CHEMBL4297185,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,0.21621621621621623,DAROLUTAMIDE,dice_morgan
CHEMBL2218861,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,0.21568627450980393,QUINAGOLIDE,dice_morgan
CHEMBL3545123,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,0.2153846153846154,PIBRENTASVIR,dice_morgan
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0.21505376344086022,CLOZAPINE,dice_morgan
CHEMBL3989949,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,0.21505376344086022,CENOBAMATE,dice_morgan
CHEMBL471,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,0.21428571428571427,SOTALOL,dice_morgan
CHEMBL3545110,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,0.21428571428571427,RIBOCICLIB,dice_morgan
CHEMBL4650485,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1,0.21428571428571427,PIRTOBRUTINIB,dice_morgan
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,0.21428571428571427,GEFITINIB,dice_morgan
CHEMBL70246,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,0.21428571428571427,ACEFYLLINE,dice_morgan
CHEMBL1419,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,0.21428571428571427,SIBUTRAMINE,dice_morgan
CHEMBL498847,Cc1ncc([N+](=O)[O-])n1CC(C)O,0.21428571428571427,SECNIDAZOLE,dice_morgan
CHEMBL1096885,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,0.21428571428571427,VALRUBICIN,dice_morgan
CHEMBL1251,CC/N=C(\NCC)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN/C(=N/CC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,0.2138364779874214,GANIRELIX,dice_morgan
CHEMBL2103877,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,0.21359223300970873,EFINACONAZOLE,dice_morgan
CHEMBL2103873,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,0.21359223300970873,MACITENTAN,dice_morgan
CHEMBL656,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,0.21359223300970873,OXYCODONE,dice_morgan
CHEMBL46740,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,0.21359223300970873,BAZEDOXIFENE,dice_morgan
CHEMBL1183349,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1,0.21333333333333335,ISAVUCONAZONIUM,dice_morgan
CHEMBL398435,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,0.21311475409836064,TICAGRELOR,dice_morgan
CHEMBL1200558,CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,0.21301775147928995,BACITRACIN,dice_morgan
CHEMBL4297513,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@](C)(N)C(C)(C)C)[C@H](n4ncnc4-c4ccncc4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,0.2127659574468085,IBREXAFUNGERP,dice_morgan
CHEMBL1201191,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,0.2127659574468085,LEVOCETIRIZINE,dice_morgan
CHEMBL1000,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.2127659574468085,CETIRIZINE,dice_morgan
CHEMBL1697737,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,0.2127659574468085,CLOTIAZEPAM,dice_morgan
CHEMBL715,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,0.2127659574468085,OLANZAPINE,dice_morgan
CHEMBL1096,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,0.2127659574468085,AMLEXANOX,dice_morgan
CHEMBL646,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0.2127659574468085,TRIAZOLAM,dice_morgan
CHEMBL2105737,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,0.21238938053097345,SONIDEGIB,dice_morgan
CHEMBL1397,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,0.21212121212121213,POSACONAZOLE,dice_morgan
CHEMBL1220,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0.21176470588235294,TINIDAZOLE,dice_morgan
CHEMBL438,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,0.21176470588235294,SULFAMERAZINE,dice_morgan
CHEMBL19449,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,0.21176470588235294,IBUDILAST,dice_morgan
CHEMBL1289926,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,0.21153846153846154,AXITINIB,dice_morgan
CHEMBL191,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.21153846153846154,LOSARTAN,dice_morgan
CHEMBL2070241,CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC1=O,0.21052631578947367,BREMELANOTIDE,dice_morgan
CHEMBL1287853,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,0.21052631578947367,FEDRATINIB,dice_morgan
CHEMBL677,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,0.21052631578947367,LEVONORDEFRIN,dice_morgan
CHEMBL2105527,CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21,0.21052631578947367,TETRAZEPAM,dice_morgan
CHEMBL24441,CNCCc1ccccn1,0.21052631578947367,BETAHISTINE,dice_morgan
