action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,2461864,[],CHEMBL962876,Inhibition of recombinant MET,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(O)c(C(=O)O)c(-c2cc(O)c(O)cc2C)c1,,,CHEMBL1157406,J Nat Prod,2008,,CHEMBL483531,ALTENUSIN,CHEMBL483531,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,794540,=,1,1,=,,IC50,ug.mL-1,,4.3,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,10'-6g/ml,UO_0000274,,4.3
,,2461865,[],CHEMBL962876,Inhibition of recombinant MET,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(O)cc2oc(=O)c3c(O)cc(OS(=O)(=O)O)cc3c12,,,CHEMBL1157406,J Nat Prod,2008,,CHEMBL483525,,CHEMBL483525,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,794455,=,1,1,=,,IC50,ug.mL-1,,7.6,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,10'-6g/ml,UO_0000274,,7.6
,,2462920,[],CHEMBL962876,Inhibition of recombinant MET,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(O)c2c(=O)oc3c(O)c(O)cc(C)c3c2c1,,,CHEMBL1157406,J Nat Prod,2008,,CHEMBL520144,,CHEMBL520144,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,794458,=,1,1,=,,IC50,ug.mL-1,,1.7,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,10'-6g/ml,UO_0000274,,1.7
,,2465005,[],CHEMBL957981,Inhibition of human recombinant MET,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,,,CHEMBL1157465,J Med Chem,2008,"{'bei': '11.78', 'le': '0.22', 'lle': '1.70', 'sei': '4.97'}",CHEMBL201511,MALEIMIDE,CHEMBL201511,4.46,0,http://www.openphacts.org/units/Nanomolar,720218,=,1,1,=,,IC50,nM,,35000.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,35.0
,,2465115,[],CHEMBL957981,Inhibition of human recombinant MET,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C2=C(c3cn(COc4ccccc4)c4ccccc34)CNC2=O)cc(OC)c1OC,,,CHEMBL1157465,J Med Chem,2008,"{'bei': '9.24', 'le': '0.17', 'lle': '-0.39', 'sei': '6.13'}",CHEMBL488811,,CHEMBL488811,4.35,0,http://www.openphacts.org/units/Nanomolar,720599,=,1,1,=,,IC50,nM,,45000.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,45.0
,,2465116,[],CHEMBL957981,Inhibition of human recombinant MET,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C2=C(c3cn(COC(C)(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC,,,CHEMBL1157465,J Med Chem,2008,"{'bei': '10.07', 'le': '0.19', 'lle': '0.06', 'sei': '6.40'}",CHEMBL488646,,CHEMBL488646,4.54,0,http://www.openphacts.org/units/Nanomolar,720598,=,1,1,=,,IC50,nM,,29000.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,29.0
,,2511571,[],CHEMBL972530,Inhibition of c-Met,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,,CHEMBL1138507,J Med Chem,2009,"{'bei': '14.98', 'le': '0.27', 'lle': '2.64', 'sei': '10.06'}",CHEMBL388978,STAUROSPORINE,CHEMBL388978,6.99,0,http://www.openphacts.org/units/Nanomolar,735412,=,1,1,=,,IC50,nM,,103.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.103
,,2560133,[],CHEMBL986500,Inhibition of c-Met by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2,,,CHEMBL1155833,J Med Chem,2008,"{'bei': '21.17', 'le': '0.40', 'lle': '5.08', 'sei': '5.80'}",CHEMBL477197,HEMATOXYLIN,CHEMBL477197,6.40,0,http://www.openphacts.org/units/Nanomolar,771444,=,1,1,=,,IC50,nM,,400.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.4
,,2560154,[],CHEMBL986500,Inhibition of c-Met by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc(C[C@@]2(O)COc3c(ccc(O)c3O)[C@H]2O)cc1O,,,CHEMBL1155833,J Med Chem,2008,"{'bei': '20.12', 'le': '0.38', 'lle': '5.53', 'sei': '4.93'}",CHEMBL478611,EPIHEMATOXYLOL,CHEMBL478611,6.44,0,http://www.openphacts.org/units/Nanomolar,771120,=,1,1,=,,IC50,nM,,360.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.36
,,2560158,[],CHEMBL986500,Inhibition of c-Met by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1c2ccc(O)c(O)c2OC[C@]1(O)Cc1ccc(O)c(O)c1,,,CHEMBL1155833,J Med Chem,2008,"{'bei': '19.07', 'le': '0.36', 'lle': '5.01', 'sei': '4.76'}",CHEMBL477768,HEMATOXYLONE,CHEMBL477768,6.07,0,http://www.openphacts.org/units/Nanomolar,771125,=,1,1,=,,IC50,nM,,850.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.85
,,2560159,[],CHEMBL986500,Inhibition of c-Met by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc(CC2=Cc3ccc(O)c(O)c3OC2)cc1O,,,CHEMBL1155833,J Med Chem,2008,"{'bei': '21.37', 'le': '0.40', 'lle': '3.59', 'sei': '6.79'}",CHEMBL477560,HEMATOXYLENE,CHEMBL477560,6.12,0,http://www.openphacts.org/units/Nanomolar,771124,=,1,1,=,,IC50,nM,,760.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.76
,,2582005,[],CHEMBL962238,Inhibition of human MET,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=N)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21,,,CHEMBL1151764,J Med Chem,2008,"{'bei': '11.31', 'le': '0.21', 'lle': '1.60', 'sei': '6.35'}",CHEMBL447317,,CHEMBL447317,5.17,0,http://www.openphacts.org/units/Nanomolar,726179,=,1,1,=,,IC50,nM,,6700.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,6.7
,,2582021,[],CHEMBL962238,Inhibition of human MET,B,,,BAO_0000190,BAO_0000357,single protein format,N=C(N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,,,CHEMBL1151764,J Med Chem,2008,"{'bei': '12.42', 'le': '0.23', 'lle': '1.85', 'sei': '5.61'}",CHEMBL489083,,CHEMBL489083,5.48,0,http://www.openphacts.org/units/Nanomolar,726267,=,1,1,=,,IC50,nM,,3300.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,3.3
,,2582037,[],CHEMBL962238,Inhibition of human MET,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,,,CHEMBL1151764,J Med Chem,2008,"{'bei': '11.26', 'le': '0.21', 'lle': '1.24', 'sei': '6.12'}",CHEMBL488271,,CHEMBL488271,5.13,0,http://www.openphacts.org/units/Nanomolar,726269,=,1,1,=,,IC50,nM,,7400.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,7.4
,,2584893,[],CHEMBL956584,Inhibition of c-Met,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,,,CHEMBL1152141,Bioorg Med Chem Lett,2008,"{'bei': '17.10', 'le': '0.31', 'lle': '3.75', 'sei': '8.14'}",CHEMBL461139,,CHEMBL461139,7.07,0,http://www.openphacts.org/units/Nanomolar,724585,=,1,1,=,,IC50,nM,,85.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.085
,,2584921,[],CHEMBL956584,Inhibition of c-Met,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,,,CHEMBL1152141,Bioorg Med Chem Lett,2008,"{'bei': '17.07', 'le': '0.31', 'lle': '3.43', 'sei': '7.89'}",CHEMBL461140,,CHEMBL461140,6.85,0,http://www.openphacts.org/units/Nanomolar,724586,=,1,1,=,,IC50,nM,,140.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.14
,,2616162,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4ccccc4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '15.81', 'le': '0.30', 'lle': '1.82', 'sei': '18.25'}",CHEMBL456502,,CHEMBL456502,5.89,0,http://www.openphacts.org/units/Nanomolar,778593,=,1,1,=,,IC50,nM,,1300.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.3
,,2616163,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4ccccc4)c3c2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '16.66', 'le': '0.31', 'lle': '1.52', 'sei': '31.94'}",CHEMBL456720,,CHEMBL456720,6.19,0,http://www.openphacts.org/units/Nanomolar,778594,=,1,1,=,,IC50,nM,,650.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.65
,,2616164,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1cnc2cc(C(F)(F)F)cc(-c3ccccc3)c2n1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '16.24', 'le': '0.31', 'lle': '0.80', 'sei': '9.07'}",CHEMBL513602,,CHEMBL513602,4.70,0,http://www.openphacts.org/units/Nanomolar,778596,=,1,1,=,,IC50,nM,,20100.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.1
,,2616165,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)c1cnc2cc(C(F)(F)F)cc(-c3ccccc3)c2n1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '16.63', 'le': '0.31', 'lle': '0.90', 'sei': '18.18'}",CHEMBL456722,,CHEMBL456722,5.28,0,http://www.openphacts.org/units/Nanomolar,778597,=,1,1,=,,IC50,nM,,5300.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,5.3
,,2616166,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(-c4ccccc4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '14.70', 'le': '0.28', 'lle': '1.91', 'sei': '11.93'}",CHEMBL510459,,CHEMBL510459,5.89,0,http://www.openphacts.org/units/Nanomolar,778673,=,1,1,=,,IC50,nM,,1300.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.3
,,2616167,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCC(Oc2cnc3cc(C(F)(F)F)cc(-c4ccccc4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '12.15', 'le': '0.23', 'lle': '-0.08', 'sei': '12.31'}",CHEMBL457999,,CHEMBL457999,4.71,0,http://www.openphacts.org/units/Nanomolar,778674,=,1,1,=,,IC50,nM,,19600.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,19.6
,,2616168,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cccc(-c4ccccc4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '14.94', 'le': '0.27', 'lle': '1.50', 'sei': '14.10'}",CHEMBL511172,,CHEMBL511172,4.55,0,http://www.openphacts.org/units/Nanomolar,778675,=,1,1,=,,IC50,nM,,28300.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,28.3
,,2616169,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(F)cc(-c4ccccc4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '16.78', 'le': '0.31', 'lle': '2.22', 'sei': '16.77'}",CHEMBL458216,,CHEMBL458216,5.41,0,http://www.openphacts.org/units/Nanomolar,778676,=,1,1,=,,IC50,nM,,3900.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,3.9
,,2616170,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(Cl)cc(-c4ccccc4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '16.39', 'le': '0.32', 'lle': '1.85', 'sei': '17.21'}",CHEMBL458217,,CHEMBL458217,5.55,0,http://www.openphacts.org/units/Nanomolar,778677,=,1,1,=,,IC50,nM,,2800.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,2.8
,,2616171,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(-c2ccccc2)c2nc(N3CCN(C)CC3)cnc2c1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '16.65', 'le': '0.30', 'lle': '1.94', 'sei': '16.43'}",CHEMBL458874,,CHEMBL458874,5.30,0,http://www.openphacts.org/units/Nanomolar,778766,=,1,1,=,,IC50,nM,,5000.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,5.0
,,2616172,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C#N)cc(-c4ccccc4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '12.81', 'le': '0.23', 'lle': '1.30', 'sei': '7.53'}",CHEMBL459078,,CHEMBL459078,4.22,0,http://www.openphacts.org/units/Nanomolar,778767,=,1,1,=,,IC50,nM,,60200.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,60.2
,,2616173,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2cc(C(F)(F)F)cc3ncc(N4CCN(C)CC4)nc23)cc1OC,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '13.47', 'le': '0.26', 'lle': '1.74', 'sei': '11.48'}",CHEMBL457338,,CHEMBL457338,5.82,0,http://www.openphacts.org/units/Nanomolar,778768,=,1,1,=,,IC50,nM,,1500.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.5
,,2616174,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4cccc(Cl)c4Cl)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '13.02', 'le': '0.27', 'lle': '0.37', 'sei': '17.81'}",CHEMBL457339,,CHEMBL457339,5.75,0,http://www.openphacts.org/units/Nanomolar,778769,=,1,1,=,,IC50,nM,,1800.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.8
,,2616175,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4cccc(C(N)=O)c4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '12.76', 'le': '0.24', 'lle': '2.13', 'sei': '7.04'}",CHEMBL462711,,CHEMBL462711,5.30,0,http://www.openphacts.org/units/Nanomolar,777484,=,1,1,=,,IC50,nM,,5000.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,5.0
,,2616176,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4cccc(O)c4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '15.57', 'le': '0.29', 'lle': '2.28', 'sei': '11.52'}",CHEMBL462712,,CHEMBL462712,6.05,0,http://www.openphacts.org/units/Nanomolar,777485,=,1,1,=,,IC50,nM,,900.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.9
,,2616177,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4ccc(O)cc4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '15.70', 'le': '0.30', 'lle': '2.33', 'sei': '11.62'}",CHEMBL462914,,CHEMBL462914,6.10,0,http://www.openphacts.org/units/Nanomolar,777486,=,1,1,=,,IC50,nM,,800.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.8
,,2616178,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4cccc([N+](=O)[O-])c4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '11.71', 'le': '0.22', 'lle': '0.91', 'sei': '6.48'}",CHEMBL517912,,CHEMBL517912,4.89,0,http://www.openphacts.org/units/Nanomolar,777487,=,1,1,=,,IC50,nM,,12900.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,12.9
,,2616179,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4ccc5cc[nH]c5c4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '13.85', 'le': '0.26', 'lle': '1.15', 'sei': '11.86'}",CHEMBL516328,,CHEMBL516328,5.70,0,http://www.openphacts.org/units/Nanomolar,777559,=,1,1,=,,IC50,nM,,2000.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,2.0
,,2616180,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4ccc5[nH]c(=O)[nH]c5c4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '14.96', 'le': '0.28', 'lle': '3.17', 'sei': '7.92'}",CHEMBL511592,,CHEMBL511592,6.41,0,http://www.openphacts.org/units/Nanomolar,777709,=,1,1,=,,IC50,nM,,390.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.39
,,2616181,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4ccc5c(c4)CC(=O)N5)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '15.84', 'le': '0.30', 'lle': '3.21', 'sei': '11.03'}",CHEMBL468787,,CHEMBL468787,6.77,0,http://www.openphacts.org/units/Nanomolar,777710,=,1,1,=,,IC50,nM,,170.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.17
,,2616182,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4ccc5c(c4)CC(=O)N5C)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '14.68', 'le': '0.28', 'lle': '2.89', 'sei': '12.33'}",CHEMBL467574,,CHEMBL467574,6.48,0,http://www.openphacts.org/units/Nanomolar,777711,=,1,1,=,,IC50,nM,,330.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.33
,,2616183,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C(F)(F)F)cc(Nc4ccccc4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '14.77', 'le': '0.28', 'lle': '1.58', 'sei': '12.92'}",CHEMBL512616,,CHEMBL512616,5.72,0,http://www.openphacts.org/units/Nanomolar,777712,=,1,1,=,,IC50,nM,,1900.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.9
,,2616184,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4ccccc4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '14.84', 'le': '0.28', 'lle': '1.95', 'sei': '13.45'}",CHEMBL462504,,CHEMBL462504,5.96,0,http://www.openphacts.org/units/Nanomolar,777796,=,1,1,=,,IC50,nM,,1100.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.1
,,2616185,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCCc4ccccc4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '12.39', 'le': '0.23', 'lle': '1.09', 'sei': '11.63'}",CHEMBL462505,,CHEMBL462505,5.15,0,http://www.openphacts.org/units/Nanomolar,777797,=,1,1,=,,IC50,nM,,7100.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,7.1
,,2616186,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '16.70', 'le': '0.32', 'lle': '3.54', 'sei': '8.53'}",CHEMBL518516,,CHEMBL518516,7.46,0,http://www.openphacts.org/units/Nanomolar,777798,=,1,1,=,,IC50,nM,,35.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.035
,,2616187,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4ccccc4[N+](=O)[O-])c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '14.04', 'le': '0.27', 'lle': '2.35', 'sei': '7.17'}",CHEMBL459325,,CHEMBL459325,6.27,0,http://www.openphacts.org/units/Nanomolar,777799,=,1,1,=,,IC50,nM,,540.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.54
,,2616188,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4ccc([N+](=O)[O-])cc4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '16.26', 'le': '0.31', 'lle': '3.34', 'sei': '8.30'}",CHEMBL465790,,CHEMBL465790,7.26,0,http://www.openphacts.org/units/Nanomolar,777875,=,1,1,=,,IC50,nM,,55.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.055
,,2616189,[],CHEMBL1029826,Inhibition of human recombinant his-tagged c-Met by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3cc(C(F)(F)F)cc(OCc4cccc([N+](=O)[O-])c4)c3n2)CC1,,,CHEMBL1154528,Bioorg Med Chem Lett,2009,"{'bei': '14.52', 'le': '0.28', 'lle': '2.60', 'sei': '7.67'}",CHEMBL465791,,CHEMBL465791,6.50,0,http://www.openphacts.org/units/Nanomolar,777876,=,1,1,=,,IC50,nM,,320.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.32
