SMILES,molecule_chembl_id,IC50,mol,mw,nhd,nha,clogp,rb,pIC50
Nc1cnc2ccn(S(=O)(=O)c3c(Cl)nc4sccn34)c2c1,CHEMBL558306,490.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b014d0>,352.980794176,1,8,2.2181000000000006,2,6.309803919971486
O=S(=O)(c1c(Cl)nc2sccn12)n1ccc2ncc(O)cc21,CHEMBL561058,3600.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01540>,353.964809764,1,8,2.3415,2,5.443697499232713
CC(C)(C)OC(=O)N1CCN(c2cnc3ccn(S(=O)(=O)c4c(Cl)nc5sccn45)c3c2)CC1,CHEMBL550158,1946.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b015b0>,522.091072896,0,10,3.6930000000000023,3,5.710857164067667
CC(C)(C)OC(=O)N1CCC(n2cc(-c3cnc4ccn(S(=O)(=O)c5c(Cl)nc6sccn56)c4c3)cn2)CC1,CHEMBL564440,147.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01620>,587.1176219920001,0,11,5.071400000000005,4,6.8326826652518236
c1cc(Cn2ccc3ncc(-c4cnn(C5CCNCC5)c4)cc32)c2nonc2c1,CHEMBL550160,1800.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01690>,399.180758292,1,8,3.408800000000001,4,5.7447274948966935
CC(C)(C)OC(=O)N1CCC(n2cc(-c3cnc4ccn(Cc5cccc6nonc56)c4c3)cn2)CC1,CHEMBL564827,3080.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01700>,499.23318778800007,0,9,5.056300000000005,4,5.511449283499556
COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cc3F)c2cc1OC,CHEMBL573761,30.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01770>,502.165248056,1,6,5.657500000000004,6,7.522878745280337
COc1cc2ncnc(Oc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cc3F)c2cc1OC,CHEMBL574870,40.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b017e0>,503.16049702399994,1,7,5.052500000000005,6,7.3979400086720375
COc1cc2ncnc(Nc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cc3F)c2cc1OC,CHEMBL573765,600.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01850>,502.176481436,2,7,5.0038000000000045,6,6.221848749616356
COc1cc2ncnc(N(C)c3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cc3F)c2cc1OC,CHEMBL574863,4000.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b018c0>,516.1921315,1,7,5.028100000000005,6,5.3979400086720375
COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c2cc1OC,CHEMBL489326,21.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01930>,519.160577276,2,6,5.6799000000000035,8,7.6777807052660805
COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccc(F)cc5)C4=O)cc3F)c2cc1OC,CHEMBL574864,30.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b019a0>,520.155826244,1,6,5.796600000000004,6,7.522878745280337
COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)c(F)c3)c2cc1OC,CHEMBL576769,30.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01a10>,502.165248056,1,6,5.657500000000004,6,7.522878745280337
COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)nc3)c2cc1OC,CHEMBL575713,30.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01a80>,485.169918836,1,7,4.913400000000004,6,7.522878745280337
COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccccn5)C4=O)cc3F)c2cc1OC,CHEMBL573768,40.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01af0>,503.160497024,1,7,5.052500000000004,6,7.3979400086720375
COc1cc2nccc(Sc3ccc(NC(=O)N4CCN(c5ccc(F)cc5)C4=O)cc3)c2cc1OC,CHEMBL575076,40.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01b60>,518.142404436,1,6,6.016400000000005,6,7.3979400086720375
COc1cc2c(Oc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cc3F)ccnc2cc1OCC1CCNCC1,CHEMBL582927,40.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01bd0>,585.2387473439999,2,7,6.027300000000006,8,7.3979400086720375
COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccc(F)cc5)C4=O)cc3F)c2cc1OCCCN1CCOCC1,CHEMBL574050,40.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01c40>,633.2398902159999,1,8,5.889100000000006,10,7.3979400086720375
COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccccc5OC)C4=O)cc3F)c2cc1OC,CHEMBL575698,50.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01cb0>,532.17581274,1,7,5.666100000000005,7,7.301029995663981
COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5cccc(F)c5)C4=O)cc3F)c2cc1OC,CHEMBL574225,50.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01d20>,520.155826244,1,6,5.796600000000004,6,7.301029995663981
COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cc3)c2cc1OC,CHEMBL573974,50.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01d90>,484.17466986799997,1,6,5.518400000000004,6,7.301029995663981
COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccc(F)cc5)C4=O)cc3)c2cc1OC,CHEMBL576752,50.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01e00>,502.165248056,1,6,5.657500000000005,6,7.301029995663981
COc1cc2c(Oc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cc3F)ccnc2cc1OCC1CCN(C)CC1,CHEMBL572389,50.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01e70>,599.2543974079999,1,7,6.369500000000007,8,7.301029995663981
COc1cc2c(Oc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,CHEMBL574125,50.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01ee0>,615.2493120280001,1,8,5.750000000000005,10,7.301029995663981
COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccccc5F)C4=O)cc3F)c2cc1OC,CHEMBL577369,60.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01f50>,520.155826244,1,6,5.796600000000004,6,7.221848749616356
COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(N5CCCCC5)C4=O)cc3F)c2cc1OC,CHEMBL575712,60.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01fc0>,509.207447216,1,7,4.853800000000004,6,7.221848749616356
COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cn3)c2cc1OC,CHEMBL574230,60.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02030>,485.169918836,1,7,4.913400000000004,6,7.221848749616356
COCCOc1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cc3F)c2cc1OCCOC,CHEMBL574093,60.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b020a0>,590.217677552,1,8,5.690700000000006,12,7.221848749616356
COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccncc5)C4=O)cc3F)c2cc1OC,CHEMBL574406,100.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02110>,503.160497024,1,7,5.052500000000005,6,7.0
COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(C5CCCCC5)C4=O)cc3F)c2cc1OC,CHEMBL582925,110.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02180>,508.212198248,1,6,5.785600000000006,6,6.958607314841775
COc1cc2nccc(Nc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cc3F)c2cc1OC,CHEMBL573762,200.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b021f0>,501.18123246799996,2,6,5.608800000000005,6,6.698970004336019
C=CCN1CCN(C(=O)Nc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)c(F)c2)C1=O,CHEMBL574628,200.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02260>,466.16524805599994,1,6,4.638900000000004,7,6.698970004336019
COc1cc2nccc(N(C)c3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cc3F)c2cc1OC,CHEMBL575490,400.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b022d0>,515.196882532,1,6,5.633100000000005,6,6.3979400086720375
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1,CHEMBL450786,38.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02340>,640.1677819280001,2,5,6.105340000000006,7,7.42021640338319
O=C(CC(=O)Nc1ccc(Oc2ccnc3ccsc23)c(F)c1)Nc1ccccc1,CHEMBL566621,270.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b023b0>,421.089640592,2,5,5.195000000000003,6,6.568636235841013
O=C(CC(=O)Nc1ccc(Oc2ccnc3cc(C(=O)N4CCCC4)sc23)c(F)c1)Nc1ccccc1,CHEMBL566010,40.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02420>,518.1424044360001,2,6,5.4310000000000045,7,7.3979400086720375
CN(C)[C@@H]1CCN(C(=O)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5)cc4F)c3s2)C1,CHEMBL565785,65.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02490>,561.184603596,2,7,4.971100000000004,8,7.187086643357144
Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3F)c2s1,CHEMBL566623,36.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02500>,529.12200334,2,8,5.159500000000003,8,7.443697499232713
Cn1cnc(C(=O)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5)cc4F)c3s2)c1,CHEMBL566003,25.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02570>,529.12200334,2,8,5.159500000000003,8,7.6020599913279625
CCn1cnc(C(=O)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5)cc4F)c3s2)c1,CHEMBL565990,19.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b025e0>,543.137653404,2,8,5.642400000000004,9,7.721246399047171
CN(C)CCn1cnc(C(=O)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5)cc4F)c3s2)c1,CHEMBL576504,20.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02650>,586.1798525639999,2,9,5.184100000000004,11,7.698970004336019
O=C(O)Cn1cnc(C(=O)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5)cc4F)c3s2)c1,CHEMBL570869,36.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b026c0>,573.11183258,3,9,4.707100000000003,10,7.443697499232713
CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)CC(=O)NC5CCCCC5)cc4F)c3s2)c1,CHEMBL585205,52.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02730>,521.189688976,2,7,5.888600000000005,8,7.2839966563652006
CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5F)cc4F)c3s2)c1,CHEMBL566215,32.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b027a0>,533.133316972,2,7,6.217500000000003,8,7.494850021680094
CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5cccc(F)c5)cc4F)c3s2)c1,CHEMBL565603,52.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02810>,533.133316972,2,7,6.217500000000003,8,7.2839966563652006
CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccc(F)cc5)cc4F)c3s2)c1,CHEMBL567475,24.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02880>,533.133316972,2,7,6.217500000000003,8,7.619788758288394
CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5OC)cc4F)c3s2)c1,CHEMBL566844,25.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b028f0>,545.153303468,2,8,6.087000000000003,9,7.6020599913279625
CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5C(F)(F)F)cc4F)c3s2)c1,CHEMBL577742,91.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02960>,583.1301234120001,2,7,7.0972000000000035,8,7.040958607678906
CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5O)cc4F)c3s2)c1,CHEMBL584701,26.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b029d0>,531.137653404,3,8,5.784000000000003,8,7.585026652029182
CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccccc6)CC5)cc4F)c3s2)c1,CHEMBL565807,24.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02a40>,541.158388848,2,7,6.468500000000004,8,7.619788758288394
CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)CC(=O)N(C)c5ccccc5)cc4F)c3s2)c1,CHEMBL565782,33.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02ab0>,529.158388848,1,7,6.102700000000004,8,7.481486060122113
CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccccc6F)CC5)cc4F)c3s2)c1,CHEMBL566836,38.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02b20>,559.1489670359999,2,7,6.607600000000003,8,7.42021640338319
COc1cnc2c(NCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,CHEMBL566875,14.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02b90>,383.1494581640001,1,8,3.3552000000000017,5,7.853871964321762
COc1cnc2c(NCc3nnc4ccc(-c5ccc(F)c(F)c5)nn34)ccnc2c1,CHEMBL566242,7.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02c00>,419.1306145400001,1,8,3.633400000000001,5,8.154901959985743
COc1cnc2c(NCc3nnc4ccc(-c5cc(F)c(F)c(F)c5)nn34)ccnc2c1,CHEMBL565843,7.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02c70>,437.1211927280001,1,8,3.7725000000000017,5,8.154901959985743
COc1cnc2c(NCc3nnc4ccc(-c5cc(F)cc(F)c5)nn34)ccnc2c1,CHEMBL568138,3.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02ce0>,419.1306145400001,1,8,3.633400000000001,5,8.522878745280337
COc1cnc2c(NCc3nnc4ccc(-c5cc(C)ns5)nn34)ccnc2c1,CHEMBL566685,3.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02d50>,404.1167781320001,1,10,3.120120000000002,5,8.522878745280337
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)CC(Nc5ccccc5)C(F)(F)F)cc4F)c3s2)c1,CHEMBL600632,700.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02dc0>,555.1352087920001,2,7,6.999800000000003,8,6.154901959985743
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(CC(=O)Nc5ccccc5)C(F)(F)F)cc4F)c3s2)c1,CHEMBL602703,120.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02e30>,555.1352087920001,2,7,6.999800000000003,8,6.920818753952375
COc1ccccc1NC(=O)CC(Nc1ccc(Oc2ccnc3cc(-c4cn(C)cn4)sc23)c(F)c1)C(F)(F)F,CHEMBL591924,840.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02ea0>,585.145773476,2,8,7.0084000000000035,9,6.075720713938118
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(CC(=O)Nc5ccc(F)cc5)C(F)(F)F)cc4F)c3s2)c1,CHEMBL602704,90.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02f10>,573.12578698,2,7,7.138900000000003,8,7.045757490560675
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(CC(=O)Nc5ccc(F)cc5)C(F)(F)F)cc4)c3s2)c1,CHEMBL602905,180.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02f80>,555.1352087920001,2,7,6.999800000000004,8,6.7447274948966935
COc1cc2nccc(Oc3ccc(NC(=O)CC(Nc4ccccc4)C(F)(F)F)cc3F)c2cc1OC,CHEMBL600603,680.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b02ff0>,529.162469096,2,6,6.555000000000003,9,6.167491087293763
COc1cc2nccc(Oc3ccc(NC(CC(=O)Nc4ccccc4)C(F)(F)F)cc3F)c2cc1OC,CHEMBL600604,910.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03060>,529.162469096,2,6,6.555000000000003,9,6.040958607678906
Nc1cc(Oc2ccc(Nc3ncccc3C(=O)Nc3ccc(Cl)cc3)cc2F)ccn1,CHEMBL1097141,11.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b030d0>,449.10548068400004,3,6,5.639500000000003,6,7.958607314841775
Nc1cc(Oc2ccc(Nc3ncccc3C(=O)Nc3ccc(F)cc3F)cc2F)ccn1,CHEMBL1097142,8.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03140>,451.125609412,3,6,5.264300000000002,6,8.096910013008056
O=C(Nc1ccc(F)cc1F)c1cccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL1095873,7.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b031b0>,475.125609412,3,5,6.163400000000003,6,8.154901959985743
Cc1ccccc1NC(=O)c1cccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL1099174,6.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03220>,453.1601031,3,5,6.193620000000004,6,8.221848749616356
O=C(Nc1ccccc1Cl)c1cccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL1099175,24.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03290>,473.10548068400004,3,5,6.538600000000002,6,7.619788758288394
CN(C(=O)c1cccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1ccc(F)cc1,CHEMBL1099176,190.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03300>,471.15068128800004,2,5,6.048600000000003,6,6.721246399047171
O=C(Nc1ccc(F)cn1)c1cccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL1099204,34.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03370>,458.13028019200004,3,6,5.4193000000000024,6,7.468521082957745
O=C(Nc1ccccc1)c1cccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL1098475,21.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b033e0>,439.144453036,3,5,5.885200000000003,6,7.6777807052660805
O=C(Nc1ccccc1CCO)c1cccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL1097543,9.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03450>,483.170667784,4,6,5.420000000000003,8,8.045757490560675
Cc1ccc(C(=O)Nc2ccc(F)cc2F)c(Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)n1,CHEMBL1097544,18.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b034c0>,489.141259476,3,5,6.471820000000004,6,7.7447274948966935
Nc1cc(Oc2ccc(Nc3ncc(Br)cc3C(=O)Nc3ccc(F)cc3F)cc2F)ccn1,CHEMBL1098176,13.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03530>,529.0361214799999,3,6,6.026800000000002,6,7.886056647693163
O=C(Nc1ccc(F)cc1F)c1cc(Br)cnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL1097868,9.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b035a0>,553.03612148,3,5,6.925900000000003,6,8.045757490560675
Nc1cc(Oc2ccc(Nc3ccncc3C(=O)Nc3ccc(F)cc3F)cc2F)ccn1,CHEMBL1097869,3500.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03610>,451.125609412,3,6,5.264300000000002,6,5.455931955649724
O=C(Nc1ccc(F)cc1F)c1cnccc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL1098213,270.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03680>,475.125609412,3,5,6.163400000000003,6,6.568636235841013
Nc1cc(Oc2ccc(Nc3nccnc3C(=O)Nc3ccc(F)cc3F)cc2F)ccn1,CHEMBL1096519,69.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b036f0>,452.1208583800001,3,7,4.659300000000003,6,7.161150909262744
O=C(Nc1ccc(F)cc1F)c1nccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL1098517,55.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03760>,476.1208583800001,3,6,5.5584000000000024,6,7.259637310505756
Nc1cc(Oc2ccc(Nc3ncncc3C(=O)Nc3ccc(F)cc3F)cc2F)ccn1,CHEMBL1098518,22.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b037d0>,452.1208583800001,3,7,4.659300000000003,6,7.657577319177793
CSc1ncc(C(=O)Nc2ccc(F)cc2F)c(Nc2ccc(Oc3ccnc(N)c3)c(F)c2)n1,CHEMBL1096536,9.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03840>,498.1085794440001,3,8,5.381200000000002,7,8.045757490560675
CN(C)c1ncc(C(=O)Nc2ccc(F)cc2F)c(Nc2ccc(Oc3ccnc(N)c3)c(F)c2)n1,CHEMBL1096549,120.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b038b0>,495.16305754000007,3,8,4.7253000000000025,7,6.920818753952375
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5C(F)(F)F)cc4F)c3s2)c1,CHEMBL1094718,500.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03920>,578.1148076960002,1,8,7.085000000000003,6,6.301029995663981
CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)CCN(CCOC)CC3)ncc1Cl,CHEMBL1642132,220.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03990>,480.20405184800006,3,7,4.023800000000003,8,6.657577319177793
CNC(=O)c1cccc(Cl)c1Nc1nc(Nc2ccc3c(c2)CCN(CCOC)CC3)ncc1Cl,CHEMBL1642133,550.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03a00>,514.165079496,3,7,4.677200000000004,8,6.259637310505756
CNC(=O)c1cccc(C)c1Nc1nc(Nc2ccc3c(c2)CCN(CCOC)CC3)ncc1Cl,CHEMBL1642134,1400.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03a70>,494.21970191200006,3,7,4.332220000000004,8,5.853871964321762
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)CCN(CCOC)CC3)ncc1Cl,CHEMBL1642135,19.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03ae0>,498.19463003600004,3,7,4.162900000000003,8,7.721246399047171
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3C(=O)OC)ncc1Cl,CHEMBL1642136,46.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03b50>,500.137509084,3,8,4.471200000000002,5,7.337242168318426
CCOC(=O)N1CCCOc2cc(Nc3ncc(Cl)c(Nc4c(F)cccc4C(=O)NC)n3)ccc21,CHEMBL1642137,36.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03bc0>,514.1531591480001,3,8,4.8613000000000035,6,7.443697499232713
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3C(=O)OC(C)C)ncc1Cl,CHEMBL1642138,53.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03c30>,528.168809212,3,8,5.249800000000004,6,7.275724130399211
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3C(=O)OCCOC)ncc1Cl,CHEMBL1642139,50.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03ca0>,544.163723832,3,9,4.487800000000003,8,7.301029995663981
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3C(=O)OCCCN(C)C)ncc1Cl,CHEMBL1642140,28.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03d10>,571.2110083719999,3,9,4.793100000000004,9,7.552841968657781
CCN1CCCOc2cc(Nc3ncc(Cl)c(Nc4c(F)cccc4C(=O)NC)n3)ccc21,CHEMBL1642141,18.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03d80>,470.163329908,3,7,4.724700000000002,6,7.7447274948966935
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3CCN2CCCC2)ncc1Cl,CHEMBL1642142,22.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03df0>,539.2211791320001,3,8,4.800600000000004,8,7.657577319177793
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3)ncc1Cl,CHEMBL1642143,57.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03e60>,442.13202978000004,4,7,4.310300000000002,5,7.2441251443275085
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3C(C)=O)ncc1Cl,CHEMBL1642144,30.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03ed0>,484.142594464,3,7,4.251300000000002,5,7.522878745280337
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3C(=O)CN2CCCC2)ncc1Cl,CHEMBL1642145,19.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b03f40>,553.2004436880001,3,8,4.327200000000003,7,7.721246399047171
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3C(=O)COC)ncc1Cl,CHEMBL1642146,51.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b04040>,514.153159148,3,8,3.8778000000000024,7,7.292429823902063
CCOC(=O)N1CCCOc2ccc(Nc3ncc(Cl)c(Nc4c(F)cccc4C(=O)NC)n3)cc21,CHEMBL1642147,440.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b040b0>,514.1531591480001,3,8,4.8613000000000035,6,6.356547323513813
CCN1CCCOc2ccc(Nc3ncc(Cl)c(Nc4c(F)cccc4C(=O)NC)n3)cc21,CHEMBL1642148,41.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b04120>,470.16332990800004,3,7,4.724700000000002,6,7.3872161432802645
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)N(C(C)=O)CCCO3)ncc1Cl,CHEMBL1642149,49.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b04190>,484.142594464,3,7,4.251300000000002,5,7.309803919971486
CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)CCCC(=O)N3C)ncc1Cl,CHEMBL1644799,10.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b04200>,450.15710165600007,3,6,4.275900000000003,5,8.0
